index,match_id,frame_start,frame_end,time_start,time_end,minute_start,second_start,duration,period,attacking_side_id,team_in_possession_id,attacking_side,team_in_possession_shortname,n_player_possessions_in_phase,team_possession_loss_in_phase,team_possession_lead_to_goal,team_possession_lead_to_shot,team_in_possession_phase_type,team_in_possession_phase_type_id,team_out_of_possession_phase_type,team_out_of_possession_phase_type_id,x_start,y_start,channel_id_start,channel_start,third_id_start,third_start,penalty_area_start,x_end,y_end,channel_id_end,channel_end,third_id_end,third_end,penalty_area_end,team_in_possession_width_start,team_in_possession_width_end,team_in_possession_length_start,team_in_possession_length_end,team_out_of_possession_width_start,team_out_of_possession_width_end,team_out_of_possession_length_start,team_out_of_possession_length_end
13,1886347,1091,1136,01:48.1,01:52.6,1,48,4.5,1,1,1805,left_to_right,Newcastle,3,False,False,True,finish,2,low_block,8,32.99,-32.06,5,wide_right,3,attacking_third,False,6.02,-22.01,5,wide_right,2,middle_third,False,36.37,40.43,61.76,58.28,26.12,28.54,33.6,38.71
14,1886347,1136,1198,01:52.6,01:58.8,1,52,6.2,1,1,1805,left_to_right,Newcastle,2,False,False,True,create,1,medium_block,9,5.34,-20.38,5,wide_right,2,middle_third,False,9.77,21.85,1,wide_left,2,middle_third,False,40.7,55.22,58.06,54.12,28.59,35.11,39.1,37.26
15,1886347,1198,1217,01:58.8,02:00.7,1,58,1.9,1,1,1805,left_to_right,Newcastle,1,False,False,True,finish,2,low_block,8,10.28,23.18,1,wide_left,2,middle_third,False,6.89,28.12,1,wide_left,2,middle_third,False,55.24,54.63,54.17,56.64,35.4,37.81,37.35,38.99
16,1886347,1217,1288,02:00.7,02:07.8,2,0,7.1,1,1,1805,left_to_right,Newcastle,3,False,False,True,create,1,medium_block,9,5.91,27.43,1,wide_left,2,middle_third,False,-19.73,-8.53,3,center,1,defensive_third,False,54.64,57.06,56.72,52.65,37.78,33.4,39.15,55.28
17,1886347,1288,1316,02:07.8,02:10.6,2,7,2.8,1,1,1805,left_to_right,Newcastle,1,False,False,True,build_up,0,high_block,10,-20.34,-8.19,3,center,1,defensive_third,False,-21.0,-7.97,3,center,1,defensive_third,False,57.02,59.37,52.63,52.43,33.52,32.27,55.47,59.72
18,1886347,1316,1427,02:10.6,02:21.7,2,10,11.1,1,1,1805,left_to_right,Newcastle,3,False,False,True,create,1,medium_block,9,-19.97,-8.73,3,center,1,defensive_third,False,22.33,3.77,3,center,3,attacking_third,False,59.45,37.66,52.42,62.79,32.04,21.97,59.77,55.33
19,1886347,1427,1466,02:21.7,02:25.6,2,21,3.9,1,1,1805,left_to_right,Newcastle,2,False,False,True,finish,2,low_block,8,23.91,3.9,3,center,3,attacking_third,False,-45.78,-3.08,3,center,1,defensive_third,False,37.47,25.54,63.18,49.08,21.94,23.74,55.23,80.0
20,1886347,1466,1546,02:25.6,02:33.6,2,25,8.0,1,1,1805,left_to_right,Newcastle,3,True,False,False,chaotic,5,chaotic,5,45.83,3.82,3,center,3,attacking_third,True,33.14,16.26,2,half_space_left,3,attacking_third,False,23.66,27.88,79.9,65.71,25.66,25.26,49.32,42.41
21,1886347,1546,1608,02:33.6,02:39.8,2,33,6.2,1,2,4177,right_to_left,Auckland FC,3,False,False,False,build_up,0,high_block,10,-33.35,-16.15,4,half_space_right,1,defensive_third,False,-20.28,-28.49,5,wide_right,1,defensive_third,False,25.21,38.12,42.35,41.72,27.86,33.29,65.42,60.86
22,1886347,1608,1612,02:39.8,02:40.2,2,39,0.4,1,2,4177,right_to_left,Auckland FC,0,True,False,False,create,1,medium_block,9,-19.49,-27.84,5,wide_right,1,defensive_third,False,-16.86,-25.36,5,wide_right,2,middle_third,False,38.26,38.61,41.65,41.34,33.52,34.01,60.72,60.21
23,1886347,1612,1655,02:40.2,02:44.5,2,40,4.3,1,1,1805,left_to_right,Newcastle,1,True,False,False,chaotic,5,chaotic,5,16.46,24.68,1,wide_left,2,middle_third,False,30.37,17.26,2,half_space_left,3,attacking_third,False,34.1,31.49,59.99,58.62,38.71,29.76,41.2,41.37
24,1886347,1655,1731,02:44.5,02:52.1,2,44,7.6,1,2,4177,right_to_left,Auckland FC,1,True,False,False,build_up,0,high_block,10,-30.74,-17.32,4,half_space_right,1,defensive_third,False,-27.43,-29.01,5,wide_right,1,defensive_third,False,29.56,38.15,41.46,39.8,31.56,40.76,58.74,72.96
25,1886347,1731,1805,02:52.1,02:59.5,2,52,7.4,1,1,1805,left_to_right,Newcastle,4,False,False,False,finish,2,low_block,8,27.84,29.25,1,wide_left,3,attacking_third,False,5.3,15.3,2,half_space_left,2,middle_third,False,40.77,46.78,72.68,58.72,38.29,32.2,39.63,39.56
26,1886347,1805,1935,02:59.5,03:12.5,2,59,13.0,1,1,1805,left_to_right,Newcastle,5,False,False,False,create,1,medium_block,9,4.66,14.02,2,half_space_left,2,middle_third,False,-19.9,-13.09,4,half_space_right,1,defensive_third,False,46.97,57.71,58.5,43.34,32.23,31.94,39.56,48.56
27,1886347,1935,2234,03:12.5,03:42.4,3,12,29.9,1,1,1805,left_to_right,Newcastle,8,False,False,False,build_up,0,high_block,10,-20.63,-12.49,4,half_space_right,1,defensive_third,False,-20.76,-14.04,4,half_space_right,1,defensive_third,False,57.74,60.45,43.18,44.74,31.96,30.82,48.83,55.17
28,1886347,2234,2262,03:42.4,03:45.2,3,42,2.8,1,1,1805,left_to_right,Newcastle,2,False,False,False,create,1,medium_block,9,-19.76,-13.7,4,half_space_right,1,defensive_third,False,-19.58,-27.91,5,wide_right,1,defensive_third,False,60.3,56.36,44.84,46.95,30.78,34.62,55.23,56.02
29,1886347,2262,2354,03:45.2,03:54.4,3,45,9.2,1,1,1805,left_to_right,Newcastle,3,False,False,False,build_up,0,high_block,10,-20.71,-27.26,5,wide_right,1,defensive_third,False,-20.9,11.5,2,half_space_left,1,defensive_third,False,56.27,58.87,47.0,48.61,34.74,30.7,56.03,63.67
30,1886347,2354,2606,03:54.4,04:19.6,3,54,25.2,1,1,1805,left_to_right,Newcastle,9,True,False,False,create,1,medium_block,9,-18.99,10.64,2,half_space_left,1,defensive_third,False,20.8,-29.47,5,wide_right,3,attacking_third,False,58.81,60.32,48.66,56.39,30.41,32.71,63.56,47.78
31,1886347,2838,2857,04:42.8,04:44.7,4,42,1.9,1,2,4177,right_to_left,Auckland FC,1,True,False,False,chaotic,5,chaotic,5,-24.82,34.5,1,wide_left,1,defensive_third,False,-12.71,26.45,1,wide_left,2,middle_third,False,31.71,31.23,43.02,41.73,24.13,22.85,62.06,60.77
32,1886347,2857,2884,04:44.7,04:47.4,4,44,2.7,1,1,1805,left_to_right,Newcastle,2,False,False,False,finish,2,low_block,8,12.83,-26.81,5,wide_right,2,middle_third,False,8.51,-27.53,5,wide_right,2,middle_third,False,22.83,24.22,60.75,58.3,31.25,30.12,41.95,43.76
33,1886347,2884,2939,04:47.4,04:52.9,4,47,5.5,1,1,1805,left_to_right,Newcastle,5,False,False,False,create,1,medium_block,9,9.27,-27.16,5,wide_right,2,middle_third,False,17.1,-34.24,5,wide_right,2,middle_third,False,24.28,28.64,58.17,57.1,29.98,26.96,43.67,38.23
34,1886347,3054,3098,05:04.4,05:08.8,5,4,4.4,1,1,1805,left_to_right,Newcastle,3,False,False,False,finish,2,low_block,8,22.49,-33.8,5,wide_right,3,attacking_third,False,15.4,-29.89,5,wide_right,2,middle_third,False,32.81,32.64,61.41,58.98,29.14,30.67,38.66,42.11
35,1886347,3098,3102,05:08.8,05:09.2,5,8,0.4,1,1,1805,left_to_right,Newcastle,0,True,False,False,create,1,medium_block,9,15.51,-29.16,5,wide_right,2,middle_third,False,15.33,-27.53,5,wide_right,2,middle_third,False,32.72,32.91,58.91,58.52,30.72,30.73,42.25,42.63
36,1886347,3102,3165,05:09.2,05:15.5,5,9,6.3,1,2,4177,right_to_left,Auckland FC,1,False,False,False,chaotic,5,chaotic,5,-14.85,27.33,1,wide_left,2,middle_third,False,,,2,half_space_left,2,middle_third,False,30.69,,42.74,,32.96,,58.33,
37,1886347,3233,3243,05:22.3,05:23.3,5,22,1.0,1,2,4177,right_to_left,Auckland FC,1,False,False,False,chaotic,5,chaotic,5,,,2,half_space_left,2,middle_third,False,2.32,29.64,1,wide_left,2,middle_third,False,,36.57,,53.51,,26.41,,48.36
38,1886347,3400,3799,05:39.0,06:18.9,5,39,39.9,1,2,4177,right_to_left,Auckland FC,11,True,False,False,create,1,medium_block,9,-12.47,27.93,1,wide_left,2,middle_third,False,-4.51,28.82,1,wide_left,2,middle_third,False,44.98,46.45,54.66,45.77,26.38,40.0,52.09,54.33
39,1886347,3799,3831,06:18.9,06:22.1,6,18,3.2,1,1,1805,left_to_right,Newcastle,2,True,False,False,chaotic,5,chaotic,5,4.84,-28.49,5,wide_right,2,middle_third,False,16.56,1.29,3,center,2,middle_third,False,39.83,34.26,54.38,57.72,45.96,23.08,45.79,48.09
40,1886347,3831,3888,06:22.1,06:27.8,6,22,5.7,1,2,4177,right_to_left,Auckland FC,1,True,False,False,chaotic,5,chaotic,5,-16.79,-1.5,3,center,2,middle_third,False,10.18,-15.5,4,half_space_right,2,middle_third,False,22.31,26.06,48.24,58.07,34.16,34.02,57.94,60.61
41,1886347,3888,3923,06:27.8,06:31.3,6,27,3.5,1,1,1805,left_to_right,Newcastle,1,False,False,False,create,1,medium_block,9,-10.58,15.6,2,half_space_left,2,middle_third,False,-19.65,22.2,1,wide_left,1,defensive_third,False,34.3,39.73,60.58,56.02,26.35,33.81,58.22,54.95
42,1886347,3923,3955,06:31.3,06:34.5,6,31,3.2,1,1,1805,left_to_right,Newcastle,0,False,False,False,build_up,0,high_block,10,-21.0,21.68,1,wide_left,1,defensive_third,False,-39.66,10.36,2,half_space_left,1,defensive_third,False,40.01,50.96,55.85,44.95,34.05,37.64,55.4,66.0
43,1886347,3955,3988,06:34.5,06:37.8,6,34,3.3,1,1,1805,left_to_right,Newcastle,1,True,False,False,direct,6,defending_direct,15,-38.96,10.77,2,half_space_left,1,defensive_third,False,6.9,22.25,1,wide_left,2,middle_third,False,51.12,44.99,44.42,45.65,37.73,39.31,66.28,64.86
44,1886347,3988,4007,06:37.8,06:39.7,6,37,1.9,1,2,4177,right_to_left,Auckland FC,1,True,False,False,chaotic,5,chaotic,5,-7.43,-22.28,5,wide_right,2,middle_third,False,-6.57,-25.5,5,wide_right,2,middle_third,False,39.29,38.92,64.73,61.86,44.75,41.57,46.03,48.83
45,1886347,4007,4022,06:39.7,06:41.2,6,39,1.5,1,1,1805,left_to_right,Newcastle,1,True,False,False,chaotic,5,chaotic,5,6.42,25.47,1,wide_left,2,middle_third,False,2.35,31.82,1,wide_left,2,middle_third,False,41.81,45.15,48.98,50.29,38.91,37.59,61.63,58.26
46,1886347,4022,4035,06:41.2,06:42.5,6,41,1.3,1,2,4177,right_to_left,Auckland FC,1,True,False,False,chaotic,5,chaotic,5,-2.23,-31.99,5,wide_right,2,middle_third,False,-1.93,-34.87,5,wide_right,2,middle_third,False,37.47,37.64,58.04,55.4,45.34,45.96,50.39,50.88
47,1886347,4151,4163,06:54.1,06:55.3,6,54,1.2,1,1,1805,left_to_right,Newcastle,1,True,False,False,chaotic,5,chaotic,5,-2.81,33.38,1,wide_left,2,middle_third,False,-4.21,27.8,1,wide_left,2,middle_third,False,45.89,44.97,54.16,54.12,28.75,28.89,52.73,52.82
48,1886347,4163,4210,06:55.3,07:00.0,6,55,4.7,1,2,4177,right_to_left,Auckland FC,2,False,False,True,create,1,medium_block,9,4.44,-27.92,5,wide_right,2,middle_third,False,22.28,-19.78,4,half_space_right,3,attacking_third,False,28.91,30.23,52.78,58.54,44.89,32.23,54.11,55.06
49,1886347,4210,4246,07:00.0,07:03.6,7,0,3.6,1,2,4177,right_to_left,Auckland FC,2,True,False,True,finish,2,low_block,8,22.58,-19.31,4,half_space_right,3,attacking_third,False,47.64,-3.59,3,center,3,attacking_third,True,30.17,34.87,58.99,71.36,31.72,26.19,55.1,50.18
50,1886347,4355,4433,07:14.5,07:22.3,7,14,7.8,1,1,1805,left_to_right,Newcastle,5,False,False,False,build_up,0,high_block,10,,,2,half_space_left,2,middle_third,False,-20.49,27.26,1,wide_left,1,defensive_third,False,,57.0,,50.2,,28.64,,67.62
51,1886347,4433,4437,07:22.3,07:22.7,7,22,0.4,1,1,1805,left_to_right,Newcastle,0,True,False,False,create,1,medium_block,9,-19.16,27.5,1,wide_left,1,defensive_third,False,-16.31,27.77,1,wide_left,2,middle_third,False,56.93,56.39,50.08,49.74,28.37,27.61,67.54,67.29
52,1886347,4437,4450,07:22.7,07:24.0,7,22,1.3,1,2,4177,right_to_left,Auckland FC,1,True,False,False,chaotic,5,chaotic,5,15.86,-27.7,5,wide_right,2,middle_third,False,22.33,-25.46,5,wide_right,3,attacking_third,False,27.36,25.63,67.21,66.46,56.11,49.85,49.66,49.21
53,1886347,4450,4545,07:24.0,07:33.5,7,24,9.5,1,1,1805,left_to_right,Newcastle,4,False,False,False,create,1,medium_block,9,-22.48,25.38,1,wide_left,1,defensive_third,False,19.1,-19.89,4,half_space_right,3,attacking_third,False,49.47,36.74,49.19,62.59,25.66,29.36,66.37,58.77
54,1886347,4545,4569,07:33.5,07:35.9,7,33,2.4,1,1,1805,left_to_right,Newcastle,1,True,False,False,finish,2,low_block,8,19.52,-19.99,4,half_space_right,3,attacking_third,False,37.01,1.85,3,center,3,attacking_third,True,36.61,34.41,62.91,71.0,29.47,25.08,58.65,55.58
55,1886347,4569,4622,07:35.9,07:41.2,7,35,5.3,1,2,4177,right_to_left,Auckland FC,2,True,False,False,chaotic,5,chaotic,5,-36.88,-2.6,3,center,1,defensive_third,False,-31.23,-23.84,5,wide_right,1,defensive_third,False,24.77,33.88,55.48,47.18,34.35,35.88,71.14,62.82
56,1886347,4622,4667,07:41.2,07:45.7,7,41,4.5,1,1,1805,left_to_right,Newcastle,1,False,False,False,finish,2,low_block,8,30.27,23.7,1,wide_left,3,attacking_third,False,8.88,27.0,1,wide_left,2,middle_third,False,36.12,33.38,62.74,59.15,33.99,32.68,47.08,36.74
57,1886347,4667,4714,07:45.7,07:50.4,7,45,4.7,1,1,1805,left_to_right,Newcastle,3,True,False,False,create,1,medium_block,9,8.72,27.18,1,wide_left,2,middle_third,False,18.25,30.85,1,wide_left,3,attacking_third,False,33.18,38.28,59.1,58.95,32.68,34.79,36.84,39.02
58,1886347,4714,4715,07:50.4,07:50.5,7,50,0.1,1,2,4177,right_to_left,Auckland FC,1,False,False,False,create,1,medium_block,9,-19.24,-31.0,5,wide_right,1,defensive_third,False,-19.24,-31.0,5,wide_right,1,defensive_third,False,34.59,34.59,38.78,38.78,38.27,38.27,59.07,59.07
59,1886347,4715,4841,07:50.5,08:03.1,7,50,12.6,1,2,4177,right_to_left,Auckland FC,3,True,False,False,build_up,0,high_block,10,-20.17,-31.13,5,wide_right,1,defensive_third,False,-26.78,-34.73,5,wide_right,1,defensive_third,False,34.45,46.19,38.53,43.32,38.26,37.51,59.2,66.31
60,1886347,4994,4995,08:18.4,08:18.5,8,18,0.1,1,1,1805,left_to_right,Newcastle,1,False,False,False,create,1,medium_block,9,,,2,half_space_left,2,middle_third,False,,,2,half_space_left,2,middle_third,False,,,,,,,,
61,1886347,4995,5045,08:18.5,08:23.5,8,18,5.0,1,1,1805,left_to_right,Newcastle,3,False,False,False,finish,2,low_block,8,26.81,30.76,1,wide_left,3,attacking_third,False,5.42,18.4,2,half_space_left,2,middle_third,False,35.15,39.78,65.26,59.73,28.1,27.73,40.62,39.06
62,1886347,5045,5180,08:23.5,08:37.0,8,23,13.5,1,1,1805,left_to_right,Newcastle,3,True,False,False,create,1,medium_block,9,4.64,17.71,2,half_space_left,2,middle_third,False,24.57,-33.43,5,wide_right,3,attacking_third,False,39.95,54.34,59.65,57.21,27.78,42.17,39.11,55.52
63,1886347,5180,5210,08:37.0,08:40.0,8,37,3.0,1,2,4177,right_to_left,Auckland FC,1,False,False,False,chaotic,5,chaotic,5,-24.97,33.65,1,wide_left,1,defensive_third,False,-27.49,35.32,1,wide_left,1,defensive_third,False,42.47,43.75,55.51,53.45,54.37,49.09,57.74,61.56
64,1886347,5230,5260,08:42.0,08:45.0,8,42,3.0,1,2,4177,right_to_left,Auckland FC,2,True,False,False,chaotic,5,chaotic,5,-24.68,33.48,1,wide_left,1,defensive_third,False,-12.21,36.49,1,wide_left,2,middle_third,False,41.91,37.96,51.92,50.29,43.52,41.41,59.52,59.3
65,1886347,5388,5399,08:57.8,08:58.9,8,57,1.1,1,1,1805,left_to_right,Newcastle,1,True,False,False,chaotic,5,chaotic,5,20.11,-31.2,5,wide_right,3,attacking_third,False,24.91,-27.77,5,wide_right,3,attacking_third,False,32.21,31.39,59.01,57.87,31.57,31.32,45.69,45.68
66,1886347,5399,5482,08:58.9,09:07.2,8,58,8.3,1,2,4177,right_to_left,Auckland FC,3,False,False,True,create,1,medium_block,9,-24.88,27.81,1,wide_left,1,defensive_third,False,34.1,25.05,1,wide_left,3,attacking_third,False,31.19,28.5,45.73,74.25,31.36,29.39,57.82,61.65
67,1886347,5482,5515,09:07.2,09:10.5,9,7,3.3,1,2,4177,right_to_left,Auckland FC,1,True,False,False,finish,2,low_block,8,34.65,24.6,1,wide_left,3,attacking_third,False,49.41,-6.01,3,center,3,attacking_third,True,28.55,30.13,74.68,83.28,29.39,30.98,61.55,53.74
68,1886347,5742,5782,09:33.2,09:37.2,9,33,4.0,1,1,1805,left_to_right,Newcastle,3,False,False,False,build_up,0,high_block,10,,,2,half_space_left,2,middle_third,False,-20.42,31.55,1,wide_left,1,defensive_third,False,,32.02,,32.4,,24.8,,70.8
69,1886347,5782,5798,09:37.2,09:38.8,9,37,1.6,1,1,1805,left_to_right,Newcastle,1,True,False,False,create,1,medium_block,9,-19.59,31.82,1,wide_left,1,defensive_third,False,-24.11,33.74,1,wide_left,1,defensive_third,False,32.18,34.15,32.21,32.21,24.84,24.96,70.69,69.71
70,1886347,5958,5993,09:54.8,09:58.3,9,54,3.5,1,2,4177,right_to_left,Auckland FC,3,False,False,False,finish,2,low_block,8,20.47,-31.64,5,wide_right,3,attacking_third,False,8.5,-30.4,5,wide_right,2,middle_third,False,38.72,39.08,60.51,60.65,27.63,30.78,37.4,39.28
71,1886347,5993,6088,09:58.3,10:07.8,9,58,9.5,1,2,4177,right_to_left,Auckland FC,4,False,False,False,create,1,medium_block,9,6.66,-30.15,5,wide_right,2,middle_third,False,17.19,30.44,1,wide_left,2,middle_third,False,39.3,55.13,60.65,56.98,30.93,36.34,39.63,41.63
72,1886347,6088,6143,10:07.8,10:13.3,10,7,5.5,1,2,4177,right_to_left,Auckland FC,1,False,False,False,finish,2,low_block,8,17.68,30.52,1,wide_left,3,attacking_third,False,5.71,20.96,1,wide_left,2,middle_third,False,54.85,51.86,57.2,59.83,36.29,31.42,41.59,38.38
73,1886347,6143,6156,10:13.3,10:14.6,10,13,1.3,1,2,4177,right_to_left,Auckland FC,1,False,False,False,create,1,medium_block,9,5.12,20.87,1,wide_left,2,middle_third,False,4.64,22.68,1,wide_left,2,middle_third,False,52.03,53.74,59.86,59.12,31.48,32.97,38.49,40.18
74,1886347,6156,6204,10:14.6,10:19.4,10,14,4.8,1,2,4177,right_to_left,Auckland FC,2,False,False,False,finish,2,low_block,8,5.47,23.3,1,wide_left,2,middle_third,False,15.61,16.72,2,half_space_left,2,middle_third,False,53.81,38.91,58.93,58.55,33.17,36.05,40.25,43.17
75,1886347,6204,6222,10:19.4,10:21.2,10,19,1.8,1,2,4177,right_to_left,Auckland FC,1,False,False,False,create,1,medium_block,9,15.67,16.15,2,half_space_left,2,middle_third,False,12.27,3.84,3,center,2,middle_third,False,38.83,36.38,58.5,56.68,35.96,30.92,43.28,43.92
76,1886347,6222,6237,10:21.2,10:22.7,10,21,1.5,1,2,4177,right_to_left,Auckland FC,1,False,False,False,finish,2,low_block,8,11.61,2.38,3,center,2,middle_third,False,5.42,-8.85,3,center,2,middle_third,False,36.13,36.68,56.64,56.67,30.57,28.36,43.93,43.26
77,1886347,6237,6364,10:22.7,10:35.4,10,22,12.7,1,2,4177,right_to_left,Auckland FC,5,True,False,False,create,1,medium_block,9,5.12,-9.33,4,half_space_right,2,middle_third,False,16.7,28.13,1,wide_left,2,middle_third,False,36.91,51.78,56.69,57.39,28.49,37.86,43.14,40.1
78,1886347,6364,6418,10:35.4,10:40.8,10,35,5.4,1,1,1805,left_to_right,Newcastle,2,False,False,False,create,1,medium_block,9,-16.76,-28.16,5,wide_right,2,middle_third,False,-19.57,-13.26,4,half_space_right,1,defensive_third,False,37.63,36.58,40.03,45.69,51.77,34.48,57.33,53.49
79,1886347,6418,6715,10:40.8,11:10.5,10,40,29.7,1,1,1805,left_to_right,Newcastle,10,False,False,False,build_up,0,high_block,10,-20.06,-12.58,4,half_space_right,1,defensive_third,False,-20.2,9.17,2,half_space_left,1,defensive_third,False,36.71,62.29,45.74,49.64,34.02,39.47,53.52,59.08
80,1886347,6715,6898,11:10.5,11:28.8,11,10,18.3,1,1,1805,left_to_right,Newcastle,7,True,False,False,create,1,medium_block,9,-19.77,9.14,3,center,1,defensive_third,False,-3.85,-6.12,3,center,2,middle_third,False,62.28,60.18,49.66,47.36,39.38,36.64,58.97,49.89
81,1886347,7153,7178,11:54.3,11:56.8,11,54,2.5,1,2,4177,right_to_left,Auckland FC,2,True,False,False,chaotic,5,chaotic,5,-23.35,34.65,1,wide_left,1,defensive_third,False,-16.26,32.7,1,wide_left,2,middle_third,False,31.81,30.48,42.43,38.79,24.07,24.53,61.35,59.87
82,1886347,7231,7440,12:02.1,12:23.0,12,2,20.9,1,1,1805,left_to_right,Newcastle,8,True,False,False,create,1,medium_block,9,9.11,-32.51,5,wide_right,2,middle_third,False,3.46,-30.61,5,wide_right,2,middle_third,False,29.9,54.16,62.24,52.63,27.71,35.97,38.41,51.16
83,1886347,7440,7460,12:23.0,12:25.0,12,23,2.0,1,2,4177,right_to_left,Auckland FC,1,True,False,False,chaotic,5,chaotic,5,-3.48,30.65,1,wide_left,2,middle_third,False,3.87,29.03,1,wide_left,2,middle_third,False,35.72,31.96,51.16,51.46,53.96,51.74,52.7,52.86
84,1886347,7460,7539,12:25.0,12:32.9,12,25,7.9,1,1,1805,left_to_right,Newcastle,2,False,False,False,chaotic,5,chaotic,5,-4.29,-28.01,5,wide_right,2,middle_third,False,36.46,16.85,2,half_space_left,3,attacking_third,True,51.65,36.95,52.88,68.63,31.85,35.41,51.51,52.29
85,1886347,7906,8037,13:09.6,13:22.7,13,9,13.1,1,1,1805,left_to_right,Newcastle,4,True,False,False,set_play,7,defending_set_play,13,51.2,31.96,1,wide_left,3,attacking_third,False,30.35,-3.65,3,center,3,attacking_third,False,39.51,21.56,72.76,59.08,24.98,9.2,25.49,39.51
86,1886347,8037,8077,13:22.7,13:26.7,13,22,4.0,1,2,4177,right_to_left,Auckland FC,2,False,False,False,chaotic,5,chaotic,5,-30.49,3.98,3,center,1,defensive_third,False,-30.88,23.99,1,wide_left,1,defensive_third,False,9.31,24.72,39.59,41.27,21.28,28.67,58.77,61.34
